14434	1	0.01809795
17551	1	0.1378512
18430	1	0.6306041
15163	1	0.3192851
12985	1	0.3779181
15535	1	0.14677992
17581	1	0.46286774
15040	1	0.55153644
18298	1	0.06516568
18574	1	0.017053729
11434	1	0.5026665
18556	1	0.5251116
18379	1	0.10715609
14599	1	0.39636388
16897	1	0.1836777
18229	1	0.41483644
17803	1	0.36439022
17602	1	0.18373218
15997	1	0.39636388
11167	1	0.053669814
18049	1	0.06514881
15475	1	0.06516568
17029	1	0.21475028
16261	1	0.112981535
14284	1	0.3189792
16963	1	0.015840711
14002	1	0.20156759
12385	1	0.0
18610	1	0.071936145
16240	1	0.2757988
10819	1	0.058264576
18238	1	0.4845831
14794	1	0.22039647
17236	1	0.02884538
14797	1	0.23370038
14800	1	0.04723674
18817	1	0.35473418
18802	1	0.54792804
18820	1	0.6739728
18901	1	0.19797854
18967	1	0.40287974
18925	1	0.28386715
17368	1	0.053407248
18931	1	0.7395002
10603	1	0.11587468
19039	1	0.5625017
18919	1	0.2153209
10531	1	0.13802253
19183	1	0.6383565
18583	1	0.1896907
18871	1	0.6149963
19012	1	0.12392413
17254	1	0.008362877
19066	1	0.17227219
13777	1	0.6574898
16681	1	0.19797854
18082	1	0.08296817
19489	1	0.3648623
18787	1	0.15639499
17149	1	0.59121984
17116	1	0.06516568
17716	1	0.3340643
19288	1	0.18828912
19618	1	0.4180263
17278	1	0.30373824
15667	1	0.13426268
11323	1	0.09080756
18700	1	0.2606206
19663	1	0.2534648
18805	1	0.16258779
19738	1	0.41679406
18877	1	0.36573148
12550	7	0.36022457
17551	7	0.3878759
18430	7	0.63308346
15163	7	0.48966628
15535	7	0.5182718
17581	7	0.51821715
15040	7	0.6264809
18298	7	0.5182718
18550	7	0.6746523
11434	7	0.79439324
18556	7	0.56329894
18583	7	0.53450036
14599	7	0.62285084
16897	7	0.38231927
18574	7	0.35532084
18229	7	0.5690279
17803	7	0.72464895
17758	7	0.34054464
17602	7	0.29718223
17650	7	0.057551764
14434	7	0.119032644
11167	7	0.68601245
18520	7	0.45544887
12985	7	0.54430085
18049	7	0.47484177
15475	7	0.5703192
17029	7	0.2839964
14284	7	0.69920427
15709	7	0.20400226
16963	7	0.44807246
14002	7	0.032377027
12385	7	0.055896353
18610	7	0.5608226
16240	7	0.25573137
10819	7	0.45081407
18238	7	0.41885212
17236	7	0.6941333
14797	7	0.0
18817	7	0.35929373
18802	7	0.78661525
18820	7	0.7591189
15187	7	0.35170949
18901	7	0.0603838
18922	7	0.5419036
18967	7	0.6141181
18925	7	0.7667035
18931	7	0.69794965
17620	7	0.44118246
14767	7	0.0
19039	7	0.73530793
18919	7	0.27252498
10531	7	0.7199512
19180	7	0.5419036
19183	7	0.70920277
18871	7	0.68368274
17596	7	0.38231927
19012	7	0.5519999
19066	7	0.64586836
13777	7	0.8770558
10603	7	0.66887045
15916	7	0.5690279
18082	7	0.49176762
18787	7	0.38825014
10894	7	0.48224175
17149	7	0.49564725
17116	7	0.7098038
17716	7	0.7199512
19288	7	0.20775345
19618	7	0.4447311
15667	7	0.40129426
11323	7	0.38231927
18700	7	0.614399
19663	7	0.5125155
18805	7	0.5213283
19738	7	0.44049168
18877	7	0.6765244
18379	8	0.54643315
19183	8	0.18487109
18610	8	0.36663094
15535	8	0.64824843
17581	8	0.80128753
15040	8	0.6698186
18298	8	0.52627164
18550	8	0.6891257
11434	8	0.80412734
18556	8	0.5961173
14599	8	0.7795399
16897	8	0.2752694
18229	8	0.36663094
17803	8	0.8123934
17758	8	0.14457464
17602	8	0.5512261
17650	8	0.53910863
15997	8	0.5824988
11167	8	0.18380508
15037	8	0.009745903
