es_recall_wer	duration	translation_semantic
0.11111111111111116	5.87	4.311393506000001
0.19047619047619047	6.14	4.311393506000001
0.20833333333333337	6.06	4.057611069000001
0.0	6.47	4.057611069000001
0.09677419354838712	5.86	4.057611069000001
0.16666666666666663	5.87	4.057611069000001
0.23809523809523814	6.14	4.057611069000001
0.16666666666666663	6.06	3.0865107800000002
0.0	6.47	3.0865107800000002
0.09677419354838712	5.86	3.0865107800000002
0.16666666666666663	5.87	3.0865107800000002
0.1428571428571429	6.14	3.0865107800000002
0.08333333333333337	6.06	3.5108191940000006
0.07407407407407407	6.47	3.5108191940000006
0.06451612903225812	5.86	3.5108191940000006
0.05555555555555558	5.87	3.5108191940000006
0.09523809523809523	6.14	3.5108191940000006
0.04166666666666663	6.06	2.539852445
0.0	6.47	2.539852445
0.09677419354838712	5.86	2.539852445
0.0	5.87	2.539852445
0.09523809523809523	6.14	2.539852445
0.125	6.06	4.231137596000001
0.11111111111111116	6.47	4.231137596000001
0.09677419354838712	5.86	4.231137596000001
0.2222222222222222	5.87	4.231137596000001
0.23809523809523814	6.14	4.231137596000001
0.0	6.06	0
0.03703703703703709	6.47	0
0.032258064516129004	5.86	0
0.0	5.87	0
0.0	6.14	0
0.375	6.06	4.926269680000001
0.03703703703703709	6.47	4.926269680000001
0.22580645161290325	5.86	4.926269680000001
0.16666666666666663	5.87	4.926269680000001
0.09523809523809523	6.14	4.926269680000001
0.125	6.06	0.985256723
0.0	6.47	0.985256723
0.06451612903225812	5.86	0.985256723
0.0	5.87	0.985256723
0.04761904761904767	6.14	0.985256723
0.20833333333333337	6.06	3.79702652
0.11111111111111116	6.47	3.79702652
0.16129032258064513	5.86	3.79702652
0.11111111111111116	5.87	3.79702652
0.1428571428571429	6.14	3.79702652
0.16666666666666663	6.06	2.9224267370000003
0.07407407407407407	6.47	2.9224267370000003
0.12903225806451613	5.86	2.9224267370000003
0.11111111111111116	5.87	2.9224267370000003
0.33333333333333337	6.14	2.9224267370000003
0.04166666666666663	6.06	0.0
0.0	6.47	0.0
0.06451612903225812	5.86	0.0
0.05555555555555558	5.87	0.0
0.2857142857142857	6.14	0.0
0.16666666666666663	6.06	1.5131766779999998
0.07407407407407407	6.47	1.5131766779999998
0.12903225806451613	5.86	1.5131766779999998
0.0	5.87	1.5131766779999998
0.09523809523809523	6.14	1.5131766779999998
0.08333333333333337	6.06	2.282422603
0.0	6.47	2.282422603
0.06451612903225812	5.86	2.282422603
0.0	5.87	2.282422603
0.04761904761904767	6.14	2.282422603
0.45833333333333337	6.06	4.722424888999999
0.07407407407407407	6.47	4.722424888999999
0.06451612903225812	5.86	4.722424888999999
0.0	5.87	4.722424888999999
0.09523809523809523	6.14	4.722424888999999
0.08333333333333337	6.06	2.0065585259999996
0.03703703703703709	6.47	2.0065585259999996
0.06451612903225812	5.86	2.0065585259999996
0.0	5.87	2.0065585259999996
0.19047619047619047	6.14	2.0065585259999996
0.5	6.06	4.011790960000001
0.14814814814814814	6.47	4.011790960000001
0.032258064516129004	5.86	4.011790960000001
0.2777777777777778	5.87	4.011790960000001
0.4285714285714286	6.14	4.011790960000001
0.04166666666666663	6.06	1.535518187
0.07407407407407407	6.47	1.535518187
0.032258064516129004	5.86	1.535518187
0.11111111111111116	5.87	1.535518187
0.09523809523809523	6.14	1.535518187
0.125	6.06	3.857345303
0.11111111111111116	6.47	3.857345303
0.032258064516129004	5.86	3.857345303
0.11111111111111116	5.87	3.857345303
0.04761904761904767	6.14	3.857345303
0.04166666666666663	6.06	0.826814394
0.0	6.47	0.826814394
0.0	5.86	0.826814394
0.0	5.87	0.826814394
0.0	6.14	0.826814394
0.375	6.06	6.233539020000001
0.18518518518518523	6.47	6.233539020000001
0.16129032258064513	5.86	6.233539020000001
0.16666666666666663	5.87	6.233539020000001
0.1428571428571429	6.14	6.233539020000001
0.41666666666666663	6.06	10.734897250000001
0.40740740740740744	6.47	10.734897250000001
0.5483870967741935	5.86	10.734897250000001
0.9444444444444444	5.87	10.734897250000001
0.8571428571428572	6.14	10.734897250000001
0.29166666666666663	6.06	9.664810685
0.4814814814814815	6.47	9.664810685
0.5483870967741935	5.86	9.664810685
0.5555555555555556	5.87	9.664810685
0.7619047619047619	6.14	9.664810685
0.04166666666666663	6.06	2.055592677
0.0	6.47	2.055592677
0.06451612903225812	5.86	2.055592677
0.0	5.87	2.055592677
0.1428571428571429	6.14	2.055592677
0.0	6.06	1.20101767
0.0	6.47	1.20101767
0.032258064516129004	5.86	1.20101767
0.11111111111111116	5.87	1.20101767
0.19047619047619047	6.14	1.20101767
0.375	6.06	3.491390578
0.03703703703703709	6.47	3.491390578
0.06451612903225812	5.86	3.491390578
0.0	5.87	3.491390578
0.2857142857142857	6.14	3.491390578
0.08333333333333337	6.06	6.420585539999999
0.07407407407407407	6.47	6.420585539999999
0.09677419354838712	5.86	6.420585539999999
0.2222222222222222	5.87	6.420585539999999
0.04761904761904767	6.14	6.420585539999999
0.04166666666666663	6.06	0.48468206799999997
0.0	6.47	0.48468206799999997
0.06451612903225812	5.86	0.48468206799999997
0.11111111111111116	5.87	0.48468206799999997
0.09523809523809523	6.14	0.48468206799999997
0.16666666666666663	6.06	7.181851569999999
0.14814814814814814	6.47	7.181851569999999
0.25806451612903225	5.86	7.181851569999999
0.33333333333333337	5.87	7.181851569999999
0.4285714285714286	6.14	7.181851569999999
0.20833333333333337	6.06	2.966035667
0.07407407407407407	6.47	2.966035667
0.19354838709677424	5.86	2.966035667
0.11111111111111116	5.87	2.966035667
0.09523809523809523	6.14	2.966035667
0.04166666666666663	6.06	0.9107778049999999
0.0	6.47	0.9107778049999999
0.032258064516129004	5.86	0.9107778049999999
0.0	5.87	0.9107778049999999
0.09523809523809523	6.14	0.9107778049999999
0.5	6.06	6.66562356
0.2222222222222222	6.47	6.66562356
0.3548387096774194	5.86	6.66562356
0.4444444444444444	5.87	6.66562356
0.33333333333333337	6.14	6.66562356
0.16666666666666663	6.06	6.0546093679999995
0.14814814814814814	6.47	6.0546093679999995
0.22580645161290325	5.86	6.0546093679999995
0.16666666666666663	5.87	6.0546093679999995
0.09523809523809523	6.14	6.0546093679999995
0.29166666666666663	6.06	1.7175378069999998
0.03703703703703709	6.47	1.7175378069999998
0.09677419354838712	5.86	1.7175378069999998
0.11111111111111116	5.87	1.7175378069999998
0.04761904761904767	6.14	1.7175378069999998
0.20833333333333337	6.06	6.4894978530000005
0.14814814814814814	6.47	6.4894978530000005
0.12903225806451613	5.86	6.4894978530000005
0.05555555555555558	5.87	6.4894978530000005
0.2857142857142857	6.14	6.4894978530000005
0.33333333333333337	6.06	7.817791677
0.11111111111111116	6.47	7.817791677
0.06451612903225812	5.86	7.817791677
0.33333333333333337	5.87	7.817791677
0.23809523809523814	6.14	7.817791677
0.0	6.06	0.72772236
0.0	6.47	0.72772236
0.032258064516129004	5.86	0.72772236
0.0	5.87	0.72772236
0.0	6.14	0.72772236
0.0	6.06	0
0.0	6.47	0
0.032258064516129004	5.86	0
0.0	5.87	0
0.0	6.14	0
0.08333333333333337	6.06	1.14845124
0.03703703703703709	6.47	1.14845124
0.12903225806451613	5.86	1.14845124
0.0	5.87	1.14845124
0.19047619047619047	6.14	1.14845124
0.20833333333333337	6.06	6.222192465999999
0.0	6.47	6.222192465999999
0.22580645161290325	5.86	6.222192465999999
0.16666666666666663	5.87	6.222192465999999
0.19047619047619047	6.14	6.222192465999999
0.16666666666666663	6.06	3.599437547
0.07407407407407407	6.47	3.599437547
0.22580645161290325	5.86	3.599437547
0.11111111111111116	5.87	3.599437547
0.09523809523809523	6.14	3.599437547
0.08333333333333337	6.06	2.27173022
0.0	6.47	2.27173022
0.09677419354838712	5.86	2.27173022
0.05555555555555558	5.87	2.27173022
0.1428571428571429	6.14	2.27173022
0.20833333333333337	6.06	4.81677576
0.07407407407407407	6.47	4.81677576
0.16129032258064513	5.86	4.81677576
0.2222222222222222	5.87	4.81677576
0.23809523809523814	6.14	4.81677576
0.125	6.06	3.2425777339999997
0.03703703703703709	6.47	3.2425777339999997
0.12903225806451613	5.86	3.2425777339999997
0.16666666666666663	5.87	3.2425777339999997
0.23809523809523814	6.14	3.2425777339999997
0.20833333333333337	6.06	1.9069684339999997
0.11111111111111116	6.47	1.9069684339999997
0.12903225806451613	5.86	1.9069684339999997
0.11111111111111116	5.87	1.9069684339999997
0.23809523809523814	6.14	1.9069684339999997
0.08333333333333337	6.06	1.357932118
0.07407407407407407	6.47	1.357932118
0.12903225806451613	5.86	1.357932118
0.0	5.87	1.357932118
0.19047619047619047	6.14	1.357932118
0.125	6.06	4.542140565
0.03703703703703709	6.47	4.542140565
0.09677419354838712	5.86	4.542140565
0.0	5.87	4.542140565
0.19047619047619047	6.14	4.542140565
0.0	6.06	1.6229535570000002
0.0	6.47	1.6229535570000002
0.12903225806451613	5.86	1.6229535570000002
0.0	5.87	1.6229535570000002
0.19047619047619047	6.14	1.6229535570000002
0.16666666666666663	6.06	1.04577592
0.11111111111111116	6.47	1.04577592
0.032258064516129004	5.86	1.04577592
0.11111111111111116	5.87	1.04577592
0.09523809523809523	6.14	1.04577592
0.125	6.06	3.626052377
0.03703703703703709	6.47	3.626052377
0.09677419354838712	5.86	3.626052377
0.16666666666666663	5.87	3.626052377
0.19047619047619047	6.14	3.626052377
0.16666666666666663	6.06	2.22876707
0.07407407407407407	6.47	2.22876707
0.032258064516129004	5.86	2.22876707
0.2777777777777778	5.87	2.22876707
0.33333333333333337	6.14	2.22876707
0.16666666666666663	6.06	5.688387896
0.03703703703703709	6.47	5.688387896
0.16129032258064513	5.86	5.688387896
0.05555555555555558	5.87	5.688387896
0.09523809523809523	6.14	5.688387896
0.125	6.06	2.005594896
0.03703703703703709	6.47	2.005594896
0.09677419354838712	5.86	2.005594896
0.0	5.87	2.005594896
0.1428571428571429	6.14	2.005594896
0.20833333333333337	6.06	5.3868041689999995
0.0	6.47	5.3868041689999995
0.25806451612903225	5.86	5.3868041689999995
0.2777777777777778	5.87	5.3868041689999995
0.23809523809523814	6.14	5.3868041689999995
0.5	6.06	4.929078465
0.07407407407407407	6.47	4.929078465
0.22580645161290325	5.86	4.929078465
0.11111111111111116	5.87	4.929078465
0.33333333333333337	6.14	4.929078465
0.08333333333333337	6.06	6.601320589999999
0.07407407407407407	6.47	6.601320589999999
0.09677419354838712	5.86	6.601320589999999
0.0	5.87	6.601320589999999
0.1428571428571429	6.14	6.601320589999999
0.08333333333333337	6.06	0
0.0	6.47	0
0.12903225806451613	5.86	0
0.11111111111111116	5.87	0
0.1428571428571429	6.14	0
0.0	6.06	2.5912164499999997
0.03703703703703709	6.47	2.5912164499999997
0.16129032258064513	5.86	2.5912164499999997
0.11111111111111116	5.87	2.5912164499999997
0.09523809523809523	6.14	2.5912164499999997
0.25	6.06	6.924925960000001
0.14814814814814814	6.47	6.924925960000001
0.16129032258064513	5.86	6.924925960000001
0.16666666666666663	5.87	6.924925960000001
0.33333333333333337	6.14	6.924925960000001
0.20833333333333337	6.06	2.3642807799999996
0.11111111111111116	6.47	2.3642807799999996
0.19354838709677424	5.86	2.3642807799999996
0.11111111111111116	5.87	2.3642807799999996
0.1428571428571429	6.14	2.3642807799999996
0.16666666666666663	6.06	6.215270403999999
0.07407407407407407	6.47	6.215270403999999
0.09677419354838712	5.86	6.215270403999999
0.05555555555555558	5.87	6.215270403999999
0.1428571428571429	6.14	6.215270403999999
0.04166666666666663	6.06	1.175025818
0.0	6.47	1.175025818
0.032258064516129004	5.86	1.175025818
0.0	5.87	1.175025818
0.04761904761904767	6.14	1.175025818
0.29166666666666663	6.06	6.264472963999999
0.11111111111111116	6.47	6.264472963999999
0.09677419354838712	5.86	6.264472963999999
0.16666666666666663	5.87	6.264472963999999
0.09523809523809523	6.14	6.264472963999999
0.25	6.06	7.038089715999999
0.07407407407407407	6.47	7.038089715999999
0.16129032258064513	5.86	7.038089715999999
0.33333333333333337	5.87	7.038089715999999
0.19047619047619047	6.14	7.038089715999999
0.0	6.06	0
0.0	6.47	0
0.0	5.86	0
0.0	5.87	0
0.1428571428571429	6.14	0
